text,is_quote_status,has_card,1_day_after,is_in_reply_to,is_urls,year,month,day_of_week
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcomux1lfhfap']",0,0,1,0,1,2023,4,4
"['top', 'ten', 'compani', 'sampp', '500', 'spi', 'respons', '86', 'index', 'return', 'concentr', 'amount', 'histori', 'top', 'name', 'sampp', 'weight', 'aapl', 'msft', 'amzn', 'nvda', 'googl', 'brkb', 'goog', 'meta', 'xom', 'unh', 'tsla']",0,0,1,0,0,2023,4,4
"['current', 'earn', 'flow', '15', 'min', 'delay', 'aapl', 'put', '150', '20240119', 'prem', '1750750', 'cv', 'put', '87', '20230519', 'prem', '435000', 'cv', 'put', '87', '20230616', 'prem', '361250', 'pbr', 'call', '10', '20230519', 'prem', '475600', 'link', 'live', 'flow', 'httpstcolicqht7ewr', 'httpstcomcdnc79zmu']",0,0,1,0,1,2023,4,3
"['peter', 'lynch', 'one', 'best', 'invest', 'record', 'belt', 'still', 'regret', 'buy', 'aapl', 'per', 'cnbc', 'appl', 'hard', 'understand', 'mean', 'dumb', 'said', 'acknowledg', 'warren', 'buffett', 'saw', 'appl', 'potenti', 'capit']",0,0,1,0,0,2023,4,3
"['current', 'earn', 'flow', '15', 'min', 'delay', 'apl', 'put', '85', '20230519', 'prem', '350000', 'aapl', 'call', '167', '20230519', 'prem', '382500', 'aapl', 'call', '165', '20230616', 'prem', '266880', 'f', 'put', '12', '20231215', 'prem', '323730', 'link', 'live', 'flow', 'httpstcolicqht7ewr', 'httpstcov7suqegftw']",0,0,1,0,1,2023,4,2
"['appl', 'aapl', 'work', 'artifici', 'intelligencepow', 'health', 'coach', 'servic', 'new', 'technolog', 'track', 'emot', 'per', 'bloomberg']",0,0,1,0,0,2023,4,2
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'panw', 'put', '200', '20240621', 'prem', '3100000', 'amc', 'put', '5', '20230721', 'prem', '2709207', 'aapl', 'call', '160', '20230428', 'prem', '2605000', 'adb', 'call', '367', '20230519', 'prem', '2534500', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcoatdvsthbp6']",0,0,0,0,1,2023,4,1
"['news', 'coin', 'sue', 'sec', 'btc', 'could', 'hit', '100000', 'end2024', 'tucker', 'carlson', 'fire', 'foxa', 'chamath', 'crypto', 'dead', 'america', 'aapl', 'ban', 'outsid', 'link', 'frc', 'cut', '2025', 'workforc', 'lemon', 'leav', 'cnn', 'futur', 'httpstconh5ri95ri7', 'btc']",1,0,0,0,1,2023,4,1
"['appl', 'aapl', 'ban', 'link', 'outsid', 'app', 'store', 'payment', 'us', 'appeal', 'court', 'said', 'per', 'reuter']",0,0,0,0,0,2023,4,0
"['current', 'earn', 'flow', '15', 'min', 'delay', 'aapl', 'put', '165', '20230526', 'prem', '225400', 'cv', 'put', '87', '20230519', 'prem', '2296000', 'cv', 'put', '87', '20230519', 'prem', '3042200', 'apl', 'call', '95', '20230519', 'prem', '267330', 'link', 'live', 'flow', 'httpstcolicqht7ewr', 'httpstcops0cv5jd8j']",0,0,0,0,1,2023,4,0
"['appl', 'aapl', 'pc', 'shipment', 'weakest', 'sinc', 'start', 'pandem', 'per', 'bloomberg', 'httpstcohgagrxy9pn']",0,0,1,0,0,2023,4,4
"['tim', 'cook', 'open', 'first', 'appl', 'aapl', 'store', 'india']",0,0,1,0,0,2023,4,1
"['news', 'cbc', 'stop', 'twitter', 'musk', 'creat', 'truthgpt', 'aapl', '415', 'save', 'account', 'china', 'gdp', '45', 'tax', 'due', 'tomorrow', 'chatgpt', 'predict', 'stock', 'move', 'per', 'bbg', 'earn', 'season', 'lulu', 'mirror', 'unit', 'sale', 'openai', 'tender', 'offer', 'futur', 'httpstconh5ri94tsz']",1,0,1,0,1,2023,4,1
"['appl', 'aapl', 'launch', 'appl', 'card', 'save', 'account', '415', 'interest', 'rate', 'partnership', 'goldman', 'sach', 'gs']",0,0,1,0,0,2023,4,0
"['appl', 'aapl', 'india', 'sale', 'hit', 'record', 'nearli', '6', 'billion', 'annual', 'per', 'bloomberg']",0,0,1,0,0,2023,4,0
"['appl', 'aapl', 'person', 'comput', 'shipment', 'fell', '405', 'first', 'quarter', 'per', 'bloomberg']",0,0,1,0,0,2023,4,0
"['appl', 'aapl', 'sent', 'survey', 'corpor', 'employe', '7', 'week', 'ask', 'view', 'hybrid', 'work', 'threaten', 'disciplin', 'anyon', 'come', 'offic', 'least', 'three', 'day', 'week', 'per', 'bi']",0,0,1,0,0,2023,4,4
"['news', 'tweet', '10000', 'charact', 'moneymarket', 'fund', 'cash', 'time', 'high', 'manhattan', 'rent', 'time', 'high', 'sec', 'summon', 'justin', 'sun', 'aapl', 'macbook', 'thailand', 'eth', 'shanghai', 'upgrad', 'amzn', 'gener', 'ai', 'futur', 'httpstconh5ri95ri7']",1,0,1,0,1,2023,4,4
"['appl', 'aapl', 'talk', 'manufactur', 'macbook', 'thailand']",0,0,1,0,0,2023,4,3
"['appl', 'aapl', 'ceo', 'tim', 'cook', 'start', 'everi', 'day', '5', 'read', 'email', 'note', 'custom', 'impact', 'technolog', 'per', 'gq']",0,0,1,0,0,2023,4,3
"['news', 'cpi', '50', 'fomc', 'min', 'mild', 'recess', '2023', 'npr', 'pb', 'stop', 'twitter', 'softbank', 'sell', 'baba', 'etherum', 'shanghai', 'upgrad', 'ftx', 'consid', 'relaunch', 'exchang', 'jpm', 'reportedli', 'knew', 'epstein', 'accus', 'aapl', 'increas', 'india', 'prod', 'futur', 'httpstconh5ri94tsz']",1,0,1,0,1,2023,4,3
"['break', 'appl', 'aapl', 'tripl', 'iphon', 'product', 'india', 'last', 'year', 'acceler', 'move', 'beyond', 'china', 'compani', 'make', 'almost', '7', 'output', 'countri', 'per', 'bloomberg']",0,0,1,0,0,2023,4,3
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcoqwd77bova1']",0,0,1,0,1,2023,4,2
"['appl', 'aapl', 'hidden', 'bitcoin', 'manifesto', 'everi', 'mac', 'sinc', '2018', 'per', 'bi']",0,0,1,0,0,2023,4,2
"['appl', 'aapl', 'worst', 'drop', 'sinc', 'final', 'three', 'month', '2000', 'per', 'bloomberg', 'read', 'httpstco00qyvw8dep', 'appl', 'aapl', 'person', 'comput', 'shipment', 'fell', '405', 'first', 'quarter']",0,1,1,1,1,2023,4,2
"['largest', 'flow', 'today', '15', 'min', 'delay', 'iwm', 'call', '175', '20230915', 'prem', '6835000', 'aapl', 'call', '160', '20230915', 'prem', '5873500', 'qqq', 'call', '317', '20230421', 'prem', '5725000', 'iwm', 'call', '175', '20230616', 'prem', '4385000', 'link', 'live', 'flow', 'httpstcosgv77yzd69', 'httpstcoucizubak6n']",0,0,0,0,1,2023,4,1
"['number', 'appl', 'aapl', 'employe', 'vs', 'revenu', 'per', 'employe', 'per', 'bi', 'httpstcomkb00i9bcn']",0,0,0,0,0,2023,4,1
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'intu', 'call', '440', '20230616', 'prem', '7086365', 'brkb', 'put', '350', '20250117', 'prem', '4360000', 'intu', 'call', '470', '20230616', 'prem', '3950375', 'aapl', 'call', '160', '20230721', 'prem', '3210000', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcoximeldy9bb']",0,0,0,0,1,2023,4,0
"['pelosi', 'exercis', 'aapl', 'call', '100', 'call', 'option', '51322', 'around', '10000', 'share', 'strike', 'price', '80', 'expir', 'date', '31723', 'pelosi', 'trade', 'free', 'post', 'live', 'disclos', 'check', 'httpstcoizct1t0lgf']",0,0,0,1,1,2023,4,4
"['break', 'nanci', 'pelosi', 'made', 'new', 'stock', 'transact', 'exercis', 'one', 'million', 'aapl', 'call', 'increas', 'aapl', 'posit', 'purchas', 'million', 'dollar', 'luxuri', 'hotel', 'llc', 'call', 'reof', 'xxvllc', 'repair', 'hotel', 'sf', 'second', 'transact', 'year']",0,0,0,0,0,2023,4,4
"['new', 'featur', 'cool', 'ask', 'financ', 'question', 'new', 'premium', 'aye', 'aye', 'captain', 'learn', 'gme', 'last', 'quarter', 'ask', 'tsla', 'q1', '2022', 'deliveri', 'aapl', 'cash', 'flow', 'anyth', 'ai', 'analyst', 'finger', 'link', 'httpstcoe7sdkyctfx', 'httpstcoq58veiridk']",0,0,0,0,1,2023,4,4
"['news', 'gs', '3', 'mil', 'finra', 'fine', 'wal', 'deposit', 'fell', '11', 'amzn', 'reduc', 'stock', 'award', 'mccarthi', 'arm', 'taiwan', 'wmt', 'promot', 'autom', 'gold', 'standard', 'restor', 'act', 'introduc', 'aapl', 'corp', 'layoff', 'futur', 'etf', 'space', 'tomorrow', '11am', 'est', 'futur', 'httpstconh5ri95ri7']",1,0,0,0,1,2023,4,3
"['appl', 'aapl', 'cut', 'small', 'number', 'job', 'corpor', 'retail', 'develop', 'preserv', 'group', 'first', 'known', 'effort', 'kind', 'appl', 'per', 'bloomberg']",0,0,1,0,0,2023,4,0
"['largest', 'flow', 'today', '15', 'min', 'delay', 'qqq', 'put', '315', '20231215', 'prem', '10255000', 'qqq', 'put', '270', '20231215', 'prem', '6735000', 'aapl', 'call', '140', '20240119', 'prem', '4326000', 'cop', 'call', '107', '20230428', 'prem', '4220000', 'link', 'live', 'flow', 'httpstcosgv77yyfgb', 'httpstcozgq6i1of0u']",0,0,1,0,1,2023,4,0
"['new', 'featur', 'cool', 'ask', 'financ', 'question', 'new', 'premium', 'aye', 'aye', 'captain', 'learn', 'gme', 'last', 'quarter', 'ask', 'tsla', 'q1', '2022', 'deliveri', 'aapl', 'cash', 'flow', 'anyth', 'ai', 'analyst', 'finger', 'link', 'httpstcoe7sdkydrvv', 'httpstco8h8oteytmf']",0,0,1,0,1,2023,4,5
"['recent', 'bullish', 'otm', 'flow', '15', 'minut', 'delay', 'meta', 'call', '250', '20250117', 'prem', '76000', 'dao', 'call', '12', '20230519', 'prem', '162500', 'amd', 'call', '100', '20251219', 'prem', '80000', 'aapl', 'call', '190', '20240119', 'prem', '50920', 'link', 'live', 'flow', 'httpstcojp7rqmugo7', 'httpstcotswm0pgezl']",0,0,1,0,1,2023,3,4
"['new', 'featur', 'cool', 'ask', 'financ', 'question', 'new', 'premium', 'aye', 'aye', 'captain', 'learn', 'gme', 'last', 'quarter', 'ask', 'tsla', 'q1', '2022', 'deliveri', 'aapl', 'cash', 'flow', 'anyth', 'ai', 'analyst', 'finger', 'link', 'httpstcoe7sdkydrvv', 'httpstcoq9eytl7wzl']",0,0,1,0,1,2023,3,3
"['appl', 'aapl', 'showcas', 'realiti', 'headset', 'june', '5th', 'per', 'bloomberg']",0,0,1,0,0,2023,3,3
"['new', 'featur', 'cool', 'ask', 'earn', 'financ', 'question', 'new', 'aye', 'aye', 'captain', 'learn', 'gme', 'last', 'quarter', 'ask', 'tsla', 'q1', '2022', 'deliveri', 'aapl', 'cash', 'flow', 'anyth', 'ai', 'analyst', 'finger', 'link', 'httpstcoe7sdkydrvv', 'httpstcolujwddcx9']",0,0,1,0,1,2023,3,2
"['appl', 'aapl', 'track', 'employe', 'attend', 'via', 'badg', 'record', 'give', 'employe', 'escal', 'warn', 'dont', 'come', '3x', 'per', 'week', 'per', 'zoe', 'platform']",0,0,1,0,0,2023,3,2
"['news', 'aapl', 'pay', 'later', 'introduc', 'saudi', 'arabia', 'buy', 'diesel', 'russia', 'db', 'singl', 'trader', 'cd', 'di', 'cut', 'metavers', 'unit', 'baba', 'split', 'lcid', 'lay', '18', 'sbf', 'bribe', 'chines', 'offici', 'per', 'bbg', 'futur', 'httpstconh5ri94tsz']",1,0,1,0,1,2023,3,2
"['appl', 'aapl', 'introduc', 'appl', 'pay', 'later']",0,0,1,0,0,2023,3,1
"['appl', 'aapl', 'chief', 'oper', 'offic', 'jeff', 'william', 'sold', '30', 'million', 'stock', 'last', 'week', 'sale', 'made', 'conjunct', '10b51', 'trade', 'plan', 'william', 'plan', 'adopt', 'nov', '29', '2021', 'modifi', 'feb', '16', '2023']",0,0,0,0,0,2023,3,0
"['appl', 'aapl', 'threaten', 'take', 'action', 'staff', 'arent', 'come', 'offic', '3', 'day', 'week', 'per', 'bi']",0,0,0,0,0,2023,3,0
"['appl', 'aapl', 'may', 'still', 'work', 'foldabl', 'version', 'iphon', 'patent', 'applic', 'march', '16', 'show', 'foldabl', 'iphon', 'could', 'close', 'protect', 'screen', 'drop']",0,0,0,0,0,2023,3,0
"['recent', 'bearish', 'otm', 'flow', '15', 'minut', 'delay', 'lli', 'put', '330', '20230519', 'prem', '53095', 'msft', 'put', '275', '20230331', 'prem', '67550', 'ms', 'put', '82', '20240119', 'prem', '96030', 'aapl', 'put', '155', '20230519', 'prem', '71395', 'link', 'live', 'flow', 'httpstcocqqfuse990', 'httpstcod5iwy7kzzq']",0,0,0,0,1,2023,3,4
"['recent', 'bullish', 'otm', 'flow', '15', 'minut', 'delay', 'tsla', 'call', '300', '20250117', 'prem', '104890', 'mrvl', 'call', '47', '20240621', 'prem', '68540', 'aapl', 'call', '160', '20230915', 'prem', '298935', 'zs', 'call', '120', '20240719', 'prem', '54000', 'link', 'live', 'flow', 'httpstcojp7rqmvedf', 'httpstcoba0x6khrdm']",0,0,0,0,1,2023,3,4
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjtfw', 'httpstcotpsytuclz6']",0,0,1,0,1,2023,3,3
"['appl', 'aapl', 'plan', 'spend', '1', 'billion', 'year', 'produc', 'movi', 'releas', 'theater', 'per', 'bloomberg']",0,0,1,0,0,2023,3,3
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'meta', 'call', '195', '20230519', 'prem', '5505000', 'meta', 'put', '195', '20230519', 'prem', '4050000', 'aapl', 'call', '150', '20230421', 'prem', '3622500', 'aapl', 'call', '170', '20230818', 'prem', '3550000', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcojtc49lkqc']",0,0,1,0,1,2023,3,1
"['recent', 'bullish', 'otm', 'flow', '15', 'minut', 'delay', 'cat', 'call', '230', '20230818', 'prem', '184830', 'tsla', 'call', '190', '20250620', 'prem', '50224', 'tsla', 'call', '185', '20250620', 'prem', '51760', 'aapl', 'call', '160', '20230331', 'prem', '72864', 'link', 'live', 'flow', 'httpstcojp7rqmugo7', 'httpstcoanfiougds3']",0,0,1,0,1,2023,3,0
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstco2nq8i3i1du']",0,0,1,0,1,2023,3,4
"['largest', 'flow', 'today', '15', 'min', 'delay', 'aapl', 'call', '130', '20230421', 'prem', '11726250', 'spi', 'put', '383', '20230519', 'prem', '7272000', 'qqq', 'call', '310', '20230421', 'prem', '5845000', 'kre', 'put', '38', '20230616', 'prem', '5625000', 'link', 'live', 'flow', 'httpstcosgv77yyfgb', 'httpstcol4kdus3t1x']",0,0,1,0,1,2023,3,4
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcopq46epzrrh']",0,0,1,0,1,2023,3,3
"['break', 'appl', 'aapl', 'manufactur', 'foxconn', 'order', 'make', 'airpod', 'appl', 'india', 'per', 'reuter']",0,0,1,0,0,2023,3,3
"['current', 'open', 'flow', 'alert', '15', 'min', 'delay', 'clf', 'call', '20', '20230519', 'volum', '10579', 'iwm', 'call', '174', '20230315', 'volum', '9866', 'aapl', 'put', '142', '20230428', 'volum', '1520', 'fd', 'call', '500', '20231215', 'volum', '231', 'link', 'live', 'flow', 'httpstcojunbxhrlsd', 'httpstcobxb8ihlo6h']",0,0,1,0,1,2023,3,2
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcokkh1b454fk']",0,0,1,0,1,2023,3,2
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcoa7bne0imeb']",0,0,1,0,1,2023,3,2
"['manag', 'appl', 'aapl', 'check', 'offic', 'attend', 'curb', 'travel', 'save', 'costcut', 'per', 'bloomberg']",0,0,1,0,0,2023,3,2
"['news', 'wfc', '95b', 'mix', 'shelf', 'offer', 'warren', 'powel', 'contribut', 'bank', 'failur', 'cpi', '6', 'russian', 'jet', 'collid', 'us', 'drone', 'aapl', 'expand', 'hire', 'freez', 'doj', 'sec', 'investig', 'sivb', 'insid', 'sale', 'bowman', 'us', 'bank', 'strong', 'futur', 'httpstconh5ri95ri7']",1,0,1,0,1,2023,3,2
"['sharehold', 'agre', 'last', 'week', 'appl', 'aapl', 'ceo', '40', 'paycut', '82', 'million', '49', 'million', '2023']",0,0,1,0,0,2023,3,1
"['appl', 'aapl', 'delay', 'bonus', 'expand', 'hire', 'freez']",0,0,1,0,0,2023,3,1
"['recent', 'bearish', 'otm', 'flow', '15', 'minut', 'delay', 'sq', 'put', '67', '20230324', 'prem', '58275', 'gm', 'put', '35', '20240119', 'prem', '77700', 'aapl', 'put', '150', '20230317', 'prem', '78310', 'meta', 'put', '175', '20240621', 'prem', '71240', 'link', 'live', 'flow', 'httpstcocqqfusdbj', 'httpstcos8x6nplxe']",0,0,1,0,1,2023,3,0
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'aapl', 'call', '145', '20230331', 'prem', '7257250', 'bx', 'put', '75', '20230421', 'prem', '4137000', 'aapl', 'call', '150', '20240119', 'prem', '3866000', 'bx', 'put', '85', '20230421', 'prem', '3759600', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcorfnuwuwzxd']",0,0,1,0,1,2023,3,4
"['largest', 'flow', 'today', '15', 'min', 'delay', 'spi', 'put', '385', '20230616', 'prem', '11344000', 'spi', 'put', '375', '20230616', 'prem', '8704000', 'aapl', 'call', '145', '20230331', 'prem', '7257250', 'xme', 'put', '49', '20230616', 'prem', '5920000', 'link', 'live', 'flow', 'httpstcosgv77yyfgb', 'httpstcokeoaxwenm']",0,0,1,0,1,2023,3,4
"['histori', 'show', 'want', 'appl', 'stock', '69', 'month', 'ahead', 'key', 'product', 'launch', 'appl', 'aapl', 'new', 'arvr', 'headset', 'iphon', '15', 'launch', 'key', 'upcom', 'catalyst', 'morgan', 'stanley', 'ms', 'analyst', 'erik', 'woodr', 'said']",0,0,0,0,0,2023,3,3
"['appl', 'aapl', 'revamp', 'oversea', 'sale', 'unit', 'focu', 'india', 'per', 'bloomberg']",0,0,0,0,0,2023,3,2
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'aapl', 'call', '135', '20230421', 'prem', '14212500', 'mrk', 'call', '100', '20230616', 'prem', '9774886', 'mrk', 'call', '97', '20230421', 'prem', '6763066', 'baba', 'put', '75', '20231215', 'prem', '3930000', 'link', 'live', 'flow', 'httpstcobgv0ssraew', 'httpstcolxjaq0hcgc']",0,0,0,0,1,2023,3,1
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'aapl', 'call', '135', '20230421', 'prem', '17506500', 'fslr', 'call', '200', '20250117', 'prem', '6484922', 'c', 'put', '60', '20240119', 'prem', '6019000', 'fslr', 'call', '190', '20250117', 'prem', '4737135', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcoefcwyaogcf']",0,0,0,0,1,2023,3,0
"['top', 'ticker', 'flow', '15', 'min', 'delay', 'spi', '390912091', '415144371', 'qqq', '125975476', '122835557', 'aapl', '106275057', '102529122', 'spxw', '523489887', '511896113', 'link', 'live', 'flow', 'httpstcohvwpliwocu', 'httpstcotqkaxuyc1q']",0,0,0,0,1,2023,3,0
"['largest', 'flow', 'today', '15', 'min', 'delay', 'aapl', 'call', '135', '20230421', 'prem', '17506500', 'qqq', 'call', '320', '20230915', 'prem', '11552000', 'qqq', 'put', '250', '20230915', 'prem', '8672000', 'ewz', 'call', '28', '20230915', 'prem', '6240000', 'link', 'live', 'flow', 'httpstcosgv77yyfgb', 'httpstcojx7p6rklvx']",0,0,0,0,1,2023,3,0
"['aapl', 'news']",1,0,1,0,0,2023,3,4
"['news', 'aapl', 'foxconn', '700m', 'india', 'ukrain', '400m', 'us', 'si', '58', '30', 'yr', 'mortgag', '71', 'neuralink', 'reject', 'human', 'brain', 'chip', 'bx', 'default', 'finnish', 'properti', 'gtlb', 'premium', 'f', 'autonomi', 'divis', 'c', 'cut', '1', 'workforc', 'futur', 'httpstconh5ri94tsz']",1,0,1,0,1,2023,3,4
"['jan', 'appl', 'aapl', 'made', 'presenc', 'known', 'india', 'compani', 'recent', 'post', 'job', 'posit', 'flagship', 'retail', 'oper', 'india', 'read', 'httpstcoy1g4vkbeay', 'appl', 'aapl', 'iphon', 'maker', 'foxconn', 'plan', '700', 'million', 'plant', 'india', 'shift', 'away', 'china']",0,1,1,1,1,2023,3,4
"['break', 'appl', 'aapl', 'iphon', 'maker', 'foxconn', 'plan', '700', 'million', 'plant', 'india', 'shift', 'away', 'china', 'per', 'bloomberg']",0,0,1,0,0,2023,3,4
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcotdshrz0esx']",0,0,0,0,1,2023,3,2
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcocvpr9ie7g5']",0,0,0,0,1,2023,2,3
"['recent', 'bearish', 'otm', 'flow', '15', 'minut', 'delay', 'baba', 'put', '90', '20240119', 'prem', '72240', 'aapl', 'put', '120', '20240119', 'prem', '52500', 'googl', 'put', '90', '20230421', 'prem', '76925', 'w', 'put', '35', '20230317', 'prem', '3300000', 'link', 'live', 'flow', 'httpstcocqqfusdbj', 'httpstco1arqsjodwm']",0,0,0,0,1,2023,2,3
"['news', 'aapl', 'progress', 'noprick', 'glucos', 'test', 'tsla', 'engin', 'hq', 'cali', 'nvda', 'earn', 'lcid', '10k', 'vehicl', '2023', '20k', 'estim', 'chano', 'short', 'coin', 'jpm', 'stop', 'chat', 'gpt', 'use', 'home', 'sale', 'fall', '12th', 'straight', 'month', 'futur', 'httpstconh5ri94tsz']",1,0,0,0,1,2023,2,3
"['appl', 'aapl', 'make', 'major', 'progress', 'noprick', 'blood', 'glucos', 'monitor', 'system', 'smartwatch', 'per', 'bloomberg']",0,0,0,0,0,2023,2,3
"['recent', 'bullish', 'otm', 'flow', '15', 'minut', 'delay', 'ai', 'call', '22', '20231020', 'prem', '56000', 'etsi', 'call', '135', '20230317', 'prem', '195000', 'aapl', 'call', '155', '20230421', 'prem', '145500', 'fico', 'call', '1040', '20231215', 'prem', '56210', 'link', 'live', 'flow', 'httpstcojp7rqmugo7', 'httpstcoihu7auapzx']",0,0,0,0,1,2023,2,1
"['think', 'insid', 'trade', 'happen', 'remind', 'appl', 'aapl', 'former', 'director', 'corpor', 'law', 'respons', 'enforc', 'appl', 'ban', 'insid', 'trade', 'charg', 'insid', 'trade', 'appl', '2022', 'unusu']",0,0,0,0,0,2023,2,6
"['recent', 'bearish', 'otm', 'flow', '15', 'minut', 'delay', 'aapl', 'put', '150', '20230224', 'prem', '58384', 'tsla', 'put', '160', '20230317', 'prem', '51850', 'tsla', 'put', '160', '20230317', 'prem', '91500', 'tsla', 'put', '160', '20230317', 'prem', '65270', 'link', 'live', 'flow', 'httpstcocqqfusdbj', 'httpstcocbmsmih3pj']",0,0,0,0,1,2023,2,4
"['appl', 'aapl', 'slate', 'new', 'financi', 'servic', 'includ', 'buy', 'pay', 'later', 'offer', 'save', 'account', 'iphon', 'subscript', 'program', 'hit', 'delay', 'per', 'bloomberg']",0,0,0,0,0,2023,2,4
"['news', 'japan', 'cbdc', 'binanc', 'secret', 'silverg', 'bank', 'account', 'biden', 'fit', 'duti', 'aapl', 'fire', 'contractor', 'sec', 'charg', 'luna', 'ust', 'kwon', 'sbf', 'may', 'bail', 'revok', 'biden', 'ufo', 'like', 'privat', 'own', 'saudi', 'x', 'manu', 'docu', 'layoff', 'futur', 'httpstconh5ri95ri7']",1,0,0,0,1,2023,2,4
"['break', 'appl', 'aapl', 'begun', 'fire', 'contractor', 'per', 'nyp']",0,0,0,0,0,2023,2,3
"['appl', 'aapl', 'award', 'patent', 'describ', 'technolog', 'would', 'allow', 'user', 'touch', 'multipl', 'part', 'devic', 'screen', 'carri', 'function', 'analyst', 'said', 'could', 'bring', 'foldabl', 'devic', 'nottoodist', 'futur']",0,0,0,0,0,2023,2,3
"['appl', 'aapl', 'postpon', 'plan', 'introduct', 'first', 'mixedr', 'headset', 'around', 'april', 'june', 'per', 'bloomberg']",0,0,0,0,0,2023,2,3
"['warren', 'buffett', 'berkshir', 'hathaway', 'increas', 'stake', 'appl', 'aapl', '3', 'billion', 'fourth', 'quarter']",0,0,1,0,0,2023,2,1
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcomcb76eb2t']",0,0,1,0,1,2023,2,1
"['recent', 'bullish', 'otm', 'flow', '15', 'minut', 'delay', 'aapl', 'call', '195', '20250620', 'prem', '83750', 'aapl', 'call', '200', '20251219', 'prem', '92900', 'nvda', 'call', '220', '20230217', 'prem', '118000', 'nke', 'call', '127', '20230217', 'prem', '118272', 'link', 'live', 'flow', 'httpstcojp7rqmugo7', 'httpstcowjjflnlgtq']",0,0,1,0,1,2023,2,0
"['appl', 'aapl', 'ceo', 'tim', 'cook', 'say', 'ai', 'eventu', 'affect', 'everi', 'product', 'servic']",0,0,1,0,0,2023,2,4
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'aapl', 'put', '155', '20230616', 'prem', '7294000', 'aapl', 'call', '155', '20230616', 'prem', '7294000', 'baba', 'call', '110', '20230317', 'prem', '6540000', 'msft', 'put', '275', '20230721', 'prem', '6000000', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcoeyrqtbdvko']",0,0,0,0,1,2023,2,3
"['largest', 'nonindex', 'flow', 'today', '15', 'min', 'delay', 'ba', 'call', '225', '20230616', 'prem', '11040000', 'aapl', 'call', '130', '20230217', 'prem', '6897700', 'frpt', 'call', '90', '20240119', 'prem', '6304200', 'frpt', 'call', '90', '20240119', 'prem', '6304200', 'link', 'live', 'flow', 'httpstcobgv0ssr2oy', 'httpstcolhxt84alpw']",0,0,0,0,1,2023,2,2
"['price', 'action', 'aapl', 'today', 'full', 'chart', 'live', 'data', 'httpstcoz0kiwfjlqo', 'httpstcojuimvtu7sd']",0,0,0,0,1,2023,2,2
"['us', 'appl', 'aapl', 'store', 'retail', 'employe', 'reportedli', 'beta', 'test', 'appl', 'pay', 'later']",0,0,0,0,0,2023,2,2
"['6', 'aapl', 'ah', 'sweet', 'sweet', 'voic', 'tim', 'cook', 'earn', 'call', 'stock', 'gap', 'earn', 'hit', 'tape', 'revers', 'cours', 'follow', 'trade', 'day', 'everyon', 'knew', 'iphon', 'sale', 'would', 'weak', 'bad']",0,0,1,1,0,2023,2,0
"['appl', 'aapl', 'post', 'first', 'sale', 'drop', 'sinc', '2019']",0,0,1,0,0,2023,2,5
"['appl', 'close', '2022', 'rare', 'doubl', 'miss', 'revenu', 'earn', 'estim', 'follow', 'sale', 'declin', 'nearli', 'everi', 'product', 'categori', 'fiscal', '2023', 'first', 'quarter', 'jakirmhossain', 'take', 'closer', 'look', 'mean', 'aapl', 'investor', 'httpstcoqoncwaqnc']",0,0,1,0,1,2023,2,4
